iter	Logloss
171	0.6146178763
172	0.6142578561
173	0.6137874058
174	0.6133051409
175	0.6128054374
176	0.6124308559
177	0.612084089
178	0.6117146519
179	0.6113045393
180	0.6109781756
181	0.6104678781
182	0.6102655901
183	0.6099837385
184	0.6094317627
185	0.6091339983
186	0.60890128
187	0.6085638428
188	0.6082469831
189	0.6079238456
190	0.6077458409
191	0.6074704851
192	0.6069814628
193	0.6064604841
194	0.6061143712
195	0.6059037999
196	0.6056180682
197	0.6053710066
198	0.6052331543
199	0.6049093192
200	0.6044003296
201	0.6040215193
202	0.6037293352
203	0.6033099365
204	0.6031511143
205	0.6028157261
206	0.6023045567
207	0.6019311087
208	0.6015306745
209	0.6012309483
210	0.600892116
211	0.6006806292
212	0.6005321394
213	0.60010546
214	0.5998092215
215	0.5993964495
216	0.5991217913
217	0.5988877651
218	0.5987595912
219	0.5986615862
220	0.5982645089
221	0.5981471906
222	0.5977950614
223	0.5975508336
224	0.5972508894
225	0.5967350551
226	0.5966213989
227	0.5962731934
228	0.5959342739
229	0.5956418283
230	0.5953743199
231	0.5949741037
232	0.5946774292
233	0.5943195452
234	0.5939988926
235	0.5936391776
236	0.5932833862
237	0.5929766846
238	0.5927089146
239	0.5924381365
240	0.5921330043
241	0.5918256487
242	0.5915892247
243	0.5913241141
244	0.5911356899
245	0.5906903948
246	0.5904174805
247	0.5901025391
248	0.5901020159
249	0.5897727748
250	0.5893195452
251	0.5889565604
252	0.5885920061
253	0.5883257185
254	0.5880027553
255	0.587706822
256	0.5873776681
257	0.5870428467
258	0.5865904018
259	0.5862871443
260	0.5859426008
261	0.5856893921
262	0.5852203369
263	0.5849207415
264	0.584660165
265	0.5843071202
266	0.5841841343
267	0.5839273507
268	0.583651123
269	0.5833719308
270	0.5830778285
271	0.5827928816
272	0.5826089914
273	0.5824043492
274	0.5820124599
275	0.5817924717
276	0.5814814976
277	0.5811820766
278	0.5809654018
279	0.5806713431
280	0.5802586583
281	0.5799890137
282	0.5797613525
283	0.5795309884
284	0.5790715245
285	0.5788998849
286	0.5786265346
287	0.5785032
288	0.5783843122
289	0.5782331194
290	0.5782257516
291	0.5780073765
292	0.5775247628
293	0.5772773961
294	0.5770800781
295	0.5767927333
296	0.5765097918
297	0.5761662074
298	0.5758292934
299	0.5755221122
300	0.5752694266
301	0.5748587908
302	0.5748269217
303	0.5746869768
304	0.5743983677
305	0.5740186419
306	0.5738550241
307	0.5736326381
308	0.5732651193
309	0.5730309187
310	0.5727764021
311	0.5724229213
312	0.5721781703
313	0.5719607108
314	0.5717457799
315	0.5714573015
316	0.5712432425
317	0.5707426671
318	0.5705623082
319	0.5703084891
320	0.5699976894
321	0.569649789
322	0.5694095721
323	0.5690959821
324	0.5687873186
325	0.5686090088
326	0.5682674735
327	0.568238787
328	0.5679765102
329	0.5676489694
330	0.56746412
331	0.5672246443
332	0.5670501709
333	0.5667630441
334	0.5666112409
335	0.5662561907
336	0.5661707415
337	0.5658721488
338	0.5656051636
339	0.5651619176
340	0.5649835641
341	0.5649108887
342	0.5645778547
343	0.5642520578
344	0.5638806152
345	0.5636534773
346	0.5636534773
347	0.5633970424
348	0.5631879534
349	0.5629142979
350	0.5625541469
351	0.5623629325
352	0.562127424
353	0.56197052
354	0.5615316772
355	0.5613553728
356	0.5611605399
357	0.5608812605
358	0.5606719099
359	0.560310451
360	0.5600199236
361	0.5597736904
362	0.5596374512
363	0.5592015294
364	0.5590288435
365	0.558704834
366	0.5585897827
367	0.5581869943
368	0.5577018956
369	0.5572871617
370	0.5571316964
371	0.5567839268
372	0.5565026855
373	0.5562637765
374	0.555937936
375	0.5556424386
376	0.5552692522
377	0.5550377982
378	0.5547864641
379	0.5545691354
380	0.5542942592
381	0.5540021624
382	0.5537013463
383	0.5535049438
384	0.5531947545
385	0.5529591152
386	0.5527859061
387	0.5525267683
388	0.5522768729
389	0.5520880563
390	0.5517613874
391	0.551375994
392	0.5511679513
393	0.5508805629
394	0.5506718227
395	0.5504481288
396	0.5499587577
397	0.5497841099
398	0.5497060285
399	0.5495866176
400	0.5493710763
401	0.5490417916
402	0.5487355695
403	0.5486072649
404	0.548338623
405	0.548137207
406	0.5479122489
407	0.5476469203
408	0.5475219727
409	0.5471612113
410	0.5470054408
411	0.5467265974
412	0.5464520264
413	0.5462414551
414	0.5460917446
415	0.5457881818
416	0.5456348092
417	0.545412772
418	0.5451575143
419	0.5448393903
420	0.5445056152
421	0.544180821
422	0.5441313825
423	0.5439028059
424	0.5436979893
425	0.5434912981
426	0.5433163452
427	0.5430925642
428	0.5428329468
429	0.5426174055
430	0.5424354771
431	0.542033735
432	0.5417939976
433	0.5416081456
434	0.5412580654
435	0.5410677665
436	0.5408327811
437	0.5407359096
438	0.540443464
439	0.5401304844
440	0.5398065186
441	0.5395428903
442	0.5391498675
443	0.5389778791
444	0.5388291277
445	0.5386665562
446	0.5383028739
447	0.5378973825
448	0.5376611764
449	0.5374131121
450	0.5369967215
451	0.536764352
452	0.5365431431
453	0.5362864903
454	0.5359463937
455	0.5357679095
456	0.535443464
457	0.535239781
458	0.5350708444
459	0.5348000663
460	0.5345627267
461	0.5342096383
462	0.5338364083
463	0.5335347203
464	0.533523516
465	0.5332501221
466	0.53295881
467	0.5327631051
468	0.5325440325
469	0.5322508022
470	0.5319750977
471	0.5318009731
472	0.531683306
473	0.5315480259
474	0.5313731166
475	0.5311865234
476	0.5311191232
477	0.5309697178
478	0.5307958548
479	0.5305447388
480	0.5303959438
481	0.5301019287
482	0.5298849051
483	0.5295960345
484	0.5293130057
485	0.5291357858
486	0.5289063372
487	0.5284633963
488	0.5281552996
489	0.5280063302
490	0.5278053938
491	0.5274693952
492	0.5273095703
493	0.5270976475
494	0.5268212891
495	0.5267190116
496	0.5265123204
497	0.5262775094
498	0.5261119734
499	0.5258512224
500	0.5255878122
501	0.5252830287
502	0.5251023647
503	0.5250055804
504	0.52483878
505	0.5246767753
506	0.5244176374
507	0.5241821289
508	0.5240142822
509	0.523722447
510	0.5235041155
511	0.5233591134
512	0.5230984061
513	0.5229348319
514	0.5227039446
515	0.5224417986
516	0.5222680664
517	0.5220049613
518	0.5218086461
519	0.5216566685
520	0.5214402117
521	0.5212042236
522	0.521073434
523	0.5210248675
524	0.520748945
525	0.5205641392
526	0.5203108433
527	0.5202054269
528	0.5201150949
529	0.519921439
530	0.5197675868
531	0.5196392822
532	0.5194266183
533	0.5192374093
534	0.5190537807
535	0.5187173898
536	0.5183655657
537	0.518176008
538	0.5180211966
539	0.5178520857
540	0.5175983102
541	0.517449864
542	0.5172761754
543	0.5170870536
544	0.5169730922
545	0.5168026297
546	0.5165508161
547	0.5163663592
548	0.516300354
549	0.5161412266
550	0.5158690534
551	0.5156852068
552	0.515501709
553	0.5152837263
554	0.5150673567
555	0.5148611886
556	0.5146414621
557	0.514383109
558	0.5141415405
559	0.5140999058
560	0.5140409633
561	0.5136116246
562	0.5134154402
563	0.5132741002
564	0.5129929461
565	0.5128212629
566	0.5126221139
567	0.5124635533
568	0.5121992711
569	0.5120445033
570	0.5119451904
571	0.5116688756
572	0.5114397321
573	0.5112234497
574	0.510978132
575	0.5106984166
576	0.5105153547
577	0.5103391811
578	0.5101532854
579	0.5099283709
580	0.5097040231
581	0.5094621931
582	0.5093527222
583	0.5090839931
584	0.5090636335
585	0.5088481794
586	0.5086535209
587	0.5084798758
588	0.5082044765
589	0.5081035941
590	0.507775225
591	0.5077617536
592	0.5075116403
593	0.5073490688
594	0.5072318377
595	0.5070989118
596	0.5068648856
597	0.5067276001
598	0.5063473075
599	0.5061281913
600	0.5058474295
601	0.5056156703
602	0.5054135568
603	0.5052911813
604	0.5051432582
605	0.5049478585
606	0.5046915109
607	0.5045079694
608	0.5043024118
609	0.5042415946
610	0.504036996
611	0.5037761143
612	0.5035864258
613	0.5033910697
614	0.5032098825
615	0.5030671038
616	0.5028976004
617	0.5027036394
618	0.5024351283
619	0.5022705078
620	0.5020672171
621	0.5019628034
622	0.501716483
623	0.5015471104
624	0.5013732038
625	0.5012008231
626	0.5009798322
627	0.5007726179
628	0.5005482265
629	0.5002935791
630	0.5000911604
631	0.4999129813
632	0.499735805
633	0.4995607213
634	0.4993742589
635	0.499371861
636	0.4992442976
637	0.4989948818
638	0.4987413243
639	0.4986182077
640	0.4984259905
641	0.4981902204
642	0.4979472569
643	0.4978487723
644	0.4976732527
645	0.4974161639
646	0.497137582
647	0.4970329067
648	0.4969267927
649	0.4967985317
650	0.4965046474
651	0.4962934222
652	0.49611363
653	0.4958972604
654	0.4956808908
655	0.4955182757
656	0.4954051426
657	0.495108381
658	0.4947784424
659	0.4945828683
660	0.4944699969
661	0.4943701172
662	0.4941590227
663	0.4940122768
664	0.4937640817
665	0.4936429269
666	0.4934444318
667	0.4931836809
668	0.4929919434
669	0.4928090995
670	0.4926841954
671	0.4925136021
672	0.4922702026
673	0.4921369716
674	0.4919540405
675	0.4917871966
676	0.4916496495
677	0.4915226528
678	0.4912668283
679	0.4910095215
680	0.4907971191
681	0.4906441825
682	0.490413208
683	0.490234375
684	0.4898818098
685	0.4897337995
686	0.4895137678
687	0.4892705427
688	0.489166129
689	0.4889326695
690	0.4887006487
691	0.4886444964
692	0.4885699463
693	0.4883984375
694	0.4882073103
695	0.488071943
696	0.4879112898
697	0.48782741
698	0.487593035
699	0.4873598807
700	0.4870306396
701	0.4869100516
702	0.486809736
703	0.4865592303
704	0.4863615199
705	0.4863373675
706	0.4861631993
707	0.4860375105
708	0.4859098598
709	0.4856532506
710	0.485438494
711	0.4853118461
712	0.4851972743
713	0.4850623866
714	0.4849072702
715	0.4846685355
716	0.4844599261
717	0.4843436105
718	0.4841566685
719	0.4839128767
720	0.4837486921
721	0.4835444423
722	0.4833197021
723	0.4831163679
724	0.482925851
725	0.4827820696
726	0.4826127407
727	0.4823720878
728	0.4822241211
729	0.4819678606
730	0.4817449515
731	0.4815636335
732	0.4813688878
733	0.4810589164
734	0.4808960833
735	0.4807754081
736	0.4806862531
737	0.4805356271
738	0.4802573068
739	0.4801167515
740	0.4799430629
741	0.4797205026
742	0.4795169067
743	0.4794012451
744	0.4792795672
745	0.4791078404
746	0.4789657593
747	0.4787405396
748	0.4784817505
749	0.4782468523
750	0.4779730661
751	0.4777936663
752	0.4776192365
753	0.4772935268
754	0.4769479806
755	0.476827349
756	0.4765221296
757	0.476293335
758	0.4761275809
759	0.4759523228
760	0.4757948521
761	0.475637207
762	0.4754153442
763	0.4751876395
764	0.4748999023
765	0.4746327427
766	0.4744659424
767	0.4742983573
768	0.4741524833
769	0.4739179339
770	0.4737080165
771	0.4735569545
772	0.4734321376
773	0.4731406948
774	0.4730114746
775	0.4728723145
776	0.4726476179
777	0.4724626378
778	0.4722199794
779	0.4720445905
780	0.4718510655
781	0.4717673165
782	0.4714914376
783	0.4711476353
784	0.4708322144
785	0.4706134033
786	0.4704405866
787	0.4701863316
788	0.4700721523
789	0.4698553903
790	0.469611642
791	0.4694767979
792	0.4692864118
793	0.4691045271
794	0.4690056501
795	0.4687711007
796	0.4686039952
797	0.468462786
798	0.4682374791
799	0.4680515834
800	0.467950701
801	0.467673645
802	0.4675408064
803	0.4674567086
804	0.4673029436
805	0.4669812884
806	0.4667838832
807	0.4665699114
808	0.466492484
809	0.4662826974
810	0.4661324201
811	0.4661046927
812	0.4658435495
813	0.4655812291
814	0.4653542655
815	0.4651037598
816	0.4649331665
817	0.4648241316
818	0.4647172328
819	0.4645431083
820	0.464245867
821	0.4640883092
822	0.4639910017
823	0.4637690081
824	0.4634960066
825	0.4633139474
826	0.4631815883
827	0.4629977853
828	0.4627988107
829	0.4625699289
830	0.4624119786
831	0.4622174508
832	0.4619546509
833	0.4617858887
834	0.4616934204
835	0.4615254865
836	0.4613428606
837	0.4611331613
838	0.4609531076
839	0.4608852713
840	0.4607291521
841	0.4604740688
842	0.4602047294
843	0.4600616891
844	0.4598766218
845	0.459720459
846	0.4595713588
847	0.4593392072
848	0.4592248971
849	0.459083252
850	0.4590182931
851	0.4588210624
852	0.4585644967
853	0.4583712333
854	0.4581248256
855	0.4579408046
856	0.4578132411
857	0.4576103864
858	0.4574285017
859	0.4572843279
860	0.4571337891
861	0.4569337681
862	0.456630249
863	0.4563849749
864	0.4562062291
865	0.4560845511
866	0.4559541975
867	0.4557521711
868	0.4556056431
869	0.4554057094
870	0.4551935686
871	0.4549743652
872	0.4547487967
873	0.4545145961
874	0.4542920358
875	0.454195731
876	0.4540203421
877	0.4538934326
878	0.45365945
879	0.453515625
880	0.4533292062
881	0.4532512556
882	0.4530834525
883	0.452918178
884	0.4526664952
885	0.4525771659
886	0.4524160331
887	0.4522249494
888	0.4520554897
889	0.4519303676
890	0.4517333112
891	0.4515601458
892	0.4514088222
893	0.4511672538
894	0.4509824916
895	0.450818743
896	0.45068573
897	0.4505482265
898	0.4503380476
899	0.4501594761
900	0.4499812535
901	0.4498748779
902	0.4497494943
903	0.4496743774
904	0.4495521763
905	0.4493172346
906	0.4491805594
907	0.4489624895
908	0.448749564
909	0.448535505
910	0.4484259033
911	0.448183463
912	0.4479415894
913	0.4477325439
914	0.4475524902
915	0.4474055699
916	0.4471610369
917	0.4469422695
918	0.4466591535
919	0.446459307
920	0.4462437657
921	0.446032802
922	0.44594744
923	0.4457838658
924	0.4456587873
925	0.4454294259
926	0.4451672363
927	0.4449768938
928	0.4448359898
929	0.4446606445
930	0.4445306832
931	0.4443320138
932	0.4441243199
933	0.4439443534
934	0.4437218802
935	0.4435381644
936	0.4433733695
937	0.443122515
938	0.442868478
939	0.4426635742
940	0.4425330462
941	0.442361363
942	0.4422320121
943	0.4420568412
944	0.4418597848
945	0.4416927229
946	0.4413453456
947	0.4412367902
948	0.4410582624
949	0.440837228
950	0.44074646
951	0.440652553
952	0.4405416434
953	0.4403410993
954	0.440264195
955	0.4400554112
956	0.4399210031
957	0.4398670306
958	0.4396023124
959	0.4394471959
960	0.4393099104
961	0.4391518729
962	0.4389492362
963	0.4387767683
964	0.4386819022
965	0.4385552979
966	0.4384413365
967	0.4383145578
968	0.4381438337
969	0.4379982649
970	0.4378048706
971	0.4376956613
972	0.4375190517
973	0.4372285679
974	0.437058367
975	0.4368576922
976	0.4367616926
977	0.4366798183
978	0.4364550345
979	0.4363374983
980	0.43621521
981	0.4359916033
982	0.4358649554
983	0.4357376099
984	0.4356135777
985	0.4355224609
986	0.4353645543
987	0.4350719343
988	0.43497018
989	0.4347818429
990	0.4347113909
991	0.4346008737
992	0.4344195557
993	0.4342013114
994	0.4340893555
995	0.4338752093
996	0.4337346104
997	0.4335778809
998	0.4333534023
999	0.4332007272
